"PROBE_NAME","ACCNUM","SYMBOL","DESC","ACHROMOSOME","normal1","normal2","normal3","normal4","normal5","normal6","normal7","cancer1","cancer2","cancer3","cancer4","cancer5","cancer6","cancer7"
"113_i_at","X14474","MAPT","microtubule-associated protein tau",17,63.5,53.3,505.3,395.6,297.9,288.1,58.9,104.3,49,32.7,78.6,69.9,132.5,99.3
"1140_at","L25851","ITGAE","integrin, alpha E (antigen CD103, human mucosal lymphocyte antigen 1; alpha polypeptide)",17,480.6,45,110.9,271.9,119.4,28.6,31.6,461.4,285.4,197.8,174.8,178,311.9,227.2
"1141_at","L27080","MC5R","melanocortin 5 receptor",18,190.1,889.6,91.4,525.6,1623.4,1115.1,1104.9,183.9,215.9,131.4,225.3,232.6,149.3,264.1
"1142_at","HG3432-HT3618","NA","NA","NA",175.4,850.7,560.5,267.9,1087.7,601,658,190.5,187,100.6,89.4,78.6,208.7,218.5
"1143_s_at","HG3432-HT3620","FGFR2","fibroblast growth factor receptor 2",10,31,78.3,319,257.4,457.5,259.3,157.4,89.3,5.3,45.5,7,90.4,50.6,68.1
"1144_at","HG3432-HT3621","FGFR2","fibroblast growth factor receptor 2",10,22.7,251.7,88,85.5,126.6,86.3,81.5,84.7,17.4,35.4,20.2,18.9,42.4,21.5
"1145_g_at","HG3432-HT3621","FGFR2","fibroblast growth factor receptor 2",10,17.7,127,130.2,52.5,145.5,131.2,68.6,16.4,7.5,12.8,21.3,28.6,18.1,23
"1146_at","HG3477-HT3670","CD4","CD4 molecule",12,35.4,178.2,488.4,486.4,706.2,392.5,109.6,80.3,24.2,62.8,14.8,32.3,54.3,91
"1147_at","HG3510-HT3704","NR2F1","nuclear receptor subfamily 2, group F, member 1",5,7.5,12,98,113.4,24.1,83.3,173.9,2.6,31.6,1.4,32.1,207.8,2.1,87.2
"1148_s_at","HG4704-HT5146","NRG1","neuregulin 1",8,435.8,640.9,80.5,479.8,758.7,446.4,402.2,191.4,308.9,288.3,186.9,193.9,78.7,25.7
"1149_at","HG4740-HT5187","TFEB","transcription factor EB",6,8.1,28.8,62.2,26.6,36.2,22.7,27.2,4.5,8.2,3.9,12.8,12.1,12.2,13.7
"114_r_at","X14474","MAPT","microtubule-associated protein tau",17,13.8,32.6,927.6,44.3,62.3,96,40.2,11.6,4.5,2.4,6.4,14.3,6.7,15.7
"1150_at","HG620-HT620","PTPRE","protein tyrosine phosphatase, receptor type, E",10,88.1,240.2,141.6,12.6,106.3,331.5,309.2,67,82.3,35.7,48.3,141.7,66.3,49
"1151_at","HG662-HT662","RPL22","ribosomal protein L22",1,3281.2,1553.6,769.9,1562.3,781.9,1864.3,1803.4,4813.1,9795,1907.4,2524.2,1938.7,5365.2,4213.7
"1152_i_at","J00117","NA","NA","NA",7.3,22.7,200,80.9,47.9,55.9,140.2,10.8,15.1,19.1,13.3,6.9,17.8,38.6
"1153_f_at","J00117","NA","NA","NA",184.7,413.4,268.1,342.6,489.8,296.8,271.6,171.7,187.9,127.6,380.1,131.3,124.4,80.9
"1154_at","J02645","EIF2S1","eukaryotic translation initiation factor 2, subunit 1 alpha, 35kDa",14,392.6,822.9,166.8,299.4,576.7,422,699.1,722.9,265.3,297,292.6,271.2,296.8,301.3
"1155_at","J03069","NA","NA","NA",396.2,2306.2,412.9,1122.6,1676.3,735.8,1620.6,324.6,150.9,359.4,414.2,495.6,155.8,141
"1156_at","J03133","SP1","Sp1 transcription factor",12,39.9,614.9,138.7,27.7,684.1,259.4,387.4,31.1,78.4,41.6,111,23.5,72,21.8
"1157_s_at","J03171","IFNAR1","interferon (alpha, beta and omega) receptor 1",21,103.7,298.8,63.7,54.6,83.6,71.3,238.5,213.2,127,89.9,68.6,109,62.3,155.9
"1158_s_at","J04046","CALM3","calmodulin 3 (phosphorylase kinase, delta)",19,989.1,1017.2,1237.3,1012.5,514.4,533.3,942.8,813.7,1051.6,779.4,390.2,963.7,1221.7,352.8
"1159_at","J04156","IL7","interleukin 7",8,3.5,8.3,389.6,8.4,67.8,303.9,14.9,2.1,4.7,1.8,9.5,31.4,5.6,5.8
"115_at","X14787","THBS1","thrombospondin 1",15,18.7,70.3,92.5,33,151,51.1,76.1,17.7,31,33.8,28.4,34.4,10.9,27.9
"1160_at","J04444","CYC1","cytochrome c-1",8,1044.8,744.7,44,656,632.6,373.8,1093.3,2483.1,2132.1,1256.4,1447.1,472.6,1714.1,1164.8
"1161_at","J04988","HSP90AB1","heat shock protein 90kDa alpha (cytosolic), class B member 1",6,1625.1,1287.5,258.9,196.2,545.2,1169.2,1817.3,8398.5,7895,2914.2,2718.6,2288.3,11692.3,3032.1
"1162_g_at","HG3227-HT3404","GNL1","guanine nucleotide binding protein-like 1",6,420.8,254,365.6,1526,142.5,255.3,347.4,687.7,1001.6,309.9,957.8,262.4,1867.8,627.1
"1163_at","HG3254-HT3431","PIK3CB","phosphoinositide-3-kinase, catalytic, beta polypeptide",3,49.4,400,1009,185.1,539.9,499,439.2,79.9,149,41.7,32.4,151,77.8,74
"1164_at","HG3344-HT3521","UBE2D1","ubiquitin-conjugating enzyme E2D 1",10,118.3,235.1,412.6,72.7,103.4,586.8,237.9,83.8,183.4,67.4,26,46.5,121.6,100.4
"1165_at","D49950","IL18","interleukin 18 (interferon-gamma-inducing factor)",11,28.4,26.8,194,37.3,293.1,149,96.2,12.4,29.9,10.3,9.7,163.4,10.2,5.3
"1166_at","D78151","PSMD2","proteasome (prosome, macropain) 26S subunit, non-ATPase, 2",3,2175.8,1564.9,1909,1672.2,1026.1,1200.2,2466.5,3864,2090.8,1268.8,1967.9,1425.4,1888.2,1076.6
"1167_s_at","D86331","MMP15","matrix metallopeptidase 15 (membrane-inserted)",16,712.5,1798.3,1400.4,770,2885.8,1085.1,1452,828.2,597.1,438.1,641,489.7,472.1,371
"1168_at","D88797","PCDHB17","protocadherin beta 17 pseudogene",5,82.5,251.3,425.2,115.9,316.8,315.9,402.9,41.1,72.1,63.3,117.8,78.9,77.1,150.1
"1169_at","D88799","PCDHGB7","protocadherin gamma subfamily B, 7",5,128,756.5,1153.2,701.1,1165.3,504.2,590.7,111.2,112.8,62.3,206.5,231.5,141.2,143.1
"116_at","X14968","PRKAR2A","protein kinase, cAMP-dependent, regulatory, type II, alpha",3,65.8,47,867.4,23.4,322.3,187.4,155.2,77,55.7,29.6,40.1,20.7,99.6,60
"1170_at","HG1155-HT4822","CSF1","colony stimulating factor 1 (macrophage)",1,199.5,911.9,374,789.9,1355.9,827,748.2,149.1,130,198.5,179.7,276.9,167.8,184.9
"1171_s_at","HG1471-HT3923","POU2F1","POU class 2 homeobox 1",1,221.8,633.9,1316.2,83.6,563.3,1114.4,968.8,119.5,103.1,138.6,146.5,414.8,671.6,513.5
"1172_at","HG172-HT3924","SAT1","spermidine/spermine N1-acetyltransferase 1","X",49.6,172.6,128.1,68.7,201.6,181.7,404.7,26.6,60.4,25.2,80.5,51,35,120.7
"1173_g_at","HG172-HT3924","SAT1","spermidine/spermine N1-acetyltransferase 1","X",3349.6,915.9,2890.3,676.1,879.1,1490.4,1850.7,1194.4,2127.2,3632.9,2546.1,15202.5,2049.5,4859.6
"1174_at","HG1733-HT1748","MOS","v-mos Moloney murine sarcoma viral oncogene homolog",8,66.8,46.4,652.5,77.6,77.4,82.4,28.9,7.4,30,7.9,11.2,28.3,5.3,8.8
"1175_s_at","HG1827-HT1856","CYP2C8","cytochrome P450, family 2, subfamily C, polypeptide 8",10,80.5,81.1,562.8,52,289.9,305.9,160.1,26.9,853.2,14,21.5,70.3,6.7,29.1
"1176_at","HG2320-HT2416","ITGB3","integrin, beta 3 (platelet glycoprotein IIIa, antigen CD61)",17,89.7,490.6,310.6,383.7,606.9,583,702.2,118.7,77.9,108.4,22,293.5,100.4,297.9
"1177_at","HG2465-HT4871","NA","NA","NA",117,766.2,897.9,868.4,799,1391.5,731.7,172.1,207.8,90.5,200.9,230.3,75.2,286.4
"1178_at","HG2846-HT2983","DHFR","dihydrofolate reductase",5,91.2,35.2,21,191.6,242.2,50.1,65.8,488.5,323.6,127.9,66,30.2,169.7,322.5
"1179_at","HG2855-HT2995","HSPA8","heat shock 70kDa protein 8",11,3198,1094.9,15.9,54.8,10.4,182.2,2055.4,8731.6,9784.6,1586.7,2975.3,1431.3,12324.1,6112.8
"117_at","X51757","HSPA6","heat shock 70kDa protein 6 (HSP70B')",1,654.7,446.6,127.2,48,132.2,88.4,371.7,27.1,58.7,144.6,136.4,232.7,121.5,174.7
"1180_g_at","HG2855-HT2995","HSPA8","heat shock 70kDa protein 8",11,15941.9,6518.1,1284.4,1013.9,283.6,759.1,4944.3,13803.8,10554.9,5316.6,13692.3,8393,12916,18316.2
"1181_at","HG3227-HT3404","GNL1","guanine nucleotide binding protein-like 1",6,567,94.2,276.4,3047.5,106.1,214.1,188.6,324.2,388.1,307.3,935.1,347.5,554.7,601.5
"1182_at","D42108","PLCL1","phospholipase C-like 1",2,27.6,155.5,539.4,163,306.5,286.7,175.1,9.8,9,41.1,36.5,57.6,55.5,43.5
"1183_at","D43767","CCL17","chemokine (C-C motif) ligand 17",16,11.5,62.6,91.8,178,96.7,87.4,118,39.6,14.6,5.2,18.9,65.1,15.7,10.9
"1184_at","D45248","PSME2","proteasome (prosome, macropain) activator subunit 2 (PA28 beta)",14,2014.3,1361.1,2362.1,1069.5,640.8,1596.2,2518.7,1114.8,2415.5,1354.3,2172.3,2751.3,1844.2,369.3
"1185_at","D49410","IL3RA","interleukin 3 receptor, alpha (low affinity)","X, Y",209.1,379.7,1362.2,607.1,324.5,595.7,528.6,301.3,126.7,301.9,208.5,822.4,187.6,118.2
"1186_at","D49493","GDF10","growth differentiation factor 10",10,1325.6,137.3,55,66.3,77.3,36.2,71.9,10.7,9.4,873.5,131,73.3,646.6,88.7
"1187_at","X84740","LIG3","ligase III, DNA, ATP-dependent",17,436.4,942.2,1135.2,516.2,504.6,909.2,264.9,246.9,525.1,356,373.3,272.9,165.5,199.5
"1188_g_at","X84740","LIG3","ligase III, DNA, ATP-dependent",17,183.1,67.6,62,116.4,125,83.9,77.5,31.3,291,242.1,294.5,24.1,142.1,57.7
"1189_at","X85753","CDK8","cyclin-dependent kinase 8",13,135.9,373.7,76.1,57.3,505.2,434.1,174.9,142.4,199.3,68.2,82.9,206.1,167.7,206.4
"118_at","X54938","ITPKA","inositol-trisphosphate 3-kinase A",15,139.4,105.3,751,357,164.2,86,100,28,20.9,14.3,26.5,34,80.8,40.9
"1190_at","Z48541","PTPRO","protein tyrosine phosphatase, receptor type, O",12,5.3,22.9,23,32.4,345.6,14.3,139.9,8.1,24.1,6,5.1,81.6,7.5,9.2
"1191_s_at","AB003102","PSMD11","proteasome (prosome, macropain) 26S subunit, non-ATPase, 11",17,11.1,66.1,50.6,22,50.8,52.7,36.8,14,173.4,105.1,36.1,331.4,1300.6,961.5
"1192_at","AB003103","PSMD12","proteasome (prosome, macropain) 26S subunit, non-ATPase, 12",17,232.5,523.7,92.4,217.7,816.5,432.1,707.9,779.6,683.1,863.3,223.4,632,1252.3,576.8
"1193_at","AF002224","UBE3A","ubiquitin protein ligase E3A",15,22.8,138.7,94.9,56.3,107.9,82.8,182.9,15.4,19.1,13.1,14.5,57.7,21.7,24.7
"1194_g_at","AF002224","UBE3A","ubiquitin protein ligase E3A",15,54.8,38.2,31.7,184.7,209.7,40.8,75.8,8.1,83.2,12.6,37.6,52.8,52.6,97.4
"1195_s_at","AF012024","ITGB1BP1","integrin beta 1 binding protein 1",2,193.6,328.3,477.6,168.2,321.2,220.8,195.1,181,294.9,262.9,119.9,276.1,162.4,113.1
"1196_at","D00591","RCC1","regulator of chromosome condensation 1",1,296.9,572.5,134.3,74.3,561.8,468.5,443.1,1629.9,350.1,223.1,233.8,208.8,268.1,412.8
"1197_at","D00654","ACTG2","actin, gamma 2, smooth muscle, enteric",2,14.2,214.1,22.1,21.9,102.8,34.1,284.7,45,108.1,68.4,16.8,143.2,9.6,3218.6
"1198_at","D13168","EDNRB","endothelin receptor type B",13,101,25.4,82.5,10,62.7,113.8,13.1,11.8,16.9,57.3,28.8,262.5,45,20.3
"1199_at","D13748","EIF4A1","eukaryotic translation initiation factor 4A1",17,3004.3,994.9,697.5,2203.5,131,1133.2,1903.4,7513.1,8913.1,2252.5,1778.5,1690.4,9421.5,6646.1
"119_at","NA","NA","NA","NA",143.6,683.8,1027.6,462.4,375.8,159.5,872.3,110.8,163.2,70.7,109.7,248.7,89.5,56.2
"1200_at","D14827","GLI2","GLI family zinc finger 2",2,125.9,740.3,174.1,506.3,94.6,111.2,110.4,44.9,52.8,54.1,29.6,174.9,17.5,21.9
"1201_at","D14889","RAB33A","RAB33A, member RAS oncogene family","X",55.6,367,409.6,51,507.6,279,300.4,63.9,210.7,40.6,84.8,79.6,55.8,21.9
"1202_g_at","D14889","RAB33A","RAB33A, member RAS oncogene family","X",112.1,632.4,83.1,514.7,1109,939.8,815.7,126,256.6,104.8,201,241.2,91.2,77.6
"1203_at","D17357","INHBA","inhibin, beta A",7,40.7,80.1,129.2,40.5,539,224.2,369.1,76.7,26.2,10.7,12.1,154.4,5.2,4.7
"1204_at","D26135","DGKG","diacylglycerol kinase, gamma 90kDa",3,27.9,99.3,97.1,33.1,68.1,132.5,84.6,17.5,9.7,13.4,9.8,18.6,24.9,17.8
"1205_at","D26528","NA","NA","NA",7.2,43.7,106.2,93.8,266.4,134.8,17.4,44.6,29.3,13.9,3.7,53.9,6,55.8
"1206_at","X66364","CDK5","cyclin-dependent kinase 5",7,38,48.5,117.3,197.2,139,87.5,83.3,184.4,738,160,118.8,43.8,407.6,293.4
"1207_at","X66365","CDK6","cyclin-dependent kinase 6",7,27.2,372.7,556.9,266.5,758.4,705.8,612.3,105.7,27.2,109.5,18.5,215.9,116.8,108.3
"1208_at","X78549","PTK6","PTK6 protein tyrosine kinase 6",20,19.7,91.5,140,94.4,107.2,92.7,72.5,11.9,30.2,12.6,35.9,26.2,26.8,27.4
"1209_at","U78798","TRAF6","TNF receptor-associated factor 6",11,78.6,46.2,67.6,70.1,101.5,26.3,76.3,64.2,57.9,78.2,85.1,59,96.6,85.6
"120_at","X68742","ITGA1","integrin, alpha 1",5,218.9,387.2,166.2,72.2,522.1,368,659.1,139.3,96.7,184.7,244.3,306.4,82.9,188.6
"1210_s_at","U83600","TNFRSF25","tumor necrosis factor receptor superfamily, member 25",1,61.1,231.6,83.2,128.1,105.1,87.1,129,54.5,112.1,29.3,31.3,39.4,27,31
"1211_s_at","U84388","CRADD","CASP2 and RIPK1 domain containing adaptor with death domain",12,1061.9,365.4,536.2,520.6,420.3,255.5,304.2,355.7,546.9,306,1180.8,635.2,475.6,229.5
"1212_at","U86529","GSTZ1","glutathione transferase zeta 1",14,191.8,243.5,673.6,404.6,226.8,128.4,93.6,202.5,177.4,139.7,312.2,58.6,242.5,107
"1213_at","U88666","SRPK2","SRSF protein kinase 2",7,298.5,254.9,297.9,162.6,206.4,360,185,206.7,326.1,391.9,178.5,97,276,84.2
"1214_s_at","V00535","IFNB1","interferon, beta 1, fibroblast",9,4,15.4,75,38.5,21.6,50.4,21.5,1.6,3,1.7,3.3,5.3,10.8,33.3
"1215_at","NA","NA","NA","NA",8.8,146.6,475.3,371.4,126.2,86.1,53.5,14.9,25,28.2,24.3,35.7,13.4,15.1
"1216_at","NA","NA","NA","NA",288.5,595.3,1321.5,906.4,784.2,270.9,271.7,511.6,224.6,274.6,272,454,145.1,276.6
"1217_g_at","X07109","PRKCB","protein kinase C, beta",16,110.8,171,36.6,123.9,83.6,412.2,151.8,36.8,478.2,84.3,37.1,173.7,1883.5,3905.7
"1218_at","X12794","NR2F6","nuclear receptor subfamily 2, group F, member 6",19,35.3,126.8,115.9,164,149.1,55,82.5,293.5,364.4,29.3,45.1,469.4,512.7,411.9
"1219_at","X15949","IRF2","interferon regulatory factor 2",4,10,49,102.8,411.1,195.7,89.4,104,17.9,12.8,15,6.5,23,28.6,39.7
"121_at","X69699","PAX8","paired box 8",2,1483.3,6914.4,3802.9,3951.8,8975.6,5886.3,4661.7,2260.1,1689.3,1438.5,1666.6,1644.9,1634.7,2047.1
"1220_g_at","X15949","IRF2","interferon regulatory factor 2",4,298.5,767.7,595.8,98.8,1725.5,1068.2,784.4,196.2,255.2,129.3,155.5,298.5,301.8,361.1
"1221_at","X54871","RAB5B","RAB5B, member RAS oncogene family",12,17,127.6,169.1,186.4,167.7,199,355.3,21.3,111.9,44.7,94.7,111,149.3,50.5
"1222_at","X66360","CDK17","cyclin-dependent kinase 17",12,83.7,200.9,99,47.6,214.3,33.8,150.2,42,109.1,11.7,21.7,20.3,79.4,80.3
"1223_at","X66362","CDK18","cyclin-dependent kinase 18",1,235.1,139.8,965.8,602.3,165.5,465.1,238.5,233,194.2,139,193.6,293,128,209.2
"1224_at","X66363","CDK16","cyclin-dependent kinase 16","X",254.2,106.1,65.8,372.6,110.7,270.1,155.4,383.1,593.4,236.9,123.1,144.4,699.1,863
"1225_g_at","X66363","CDK16","cyclin-dependent kinase 16","X",733,458.3,168,3128,221.6,637.2,529.3,1561.5,1317.2,867.7,462.3,356.6,1261.9,356.7
"1226_at","U69611","ADAM17","ADAM metallopeptidase domain 17",2,59.8,69,45.7,122.3,34.7,108,189,39.6,91.8,24.9,40.1,64.5,191.7,3.6
"1227_g_at","U69611","ADAM17","ADAM metallopeptidase domain 17",2,4.9,16.1,129.6,58.3,52.7,30.3,16.4,8.4,13.8,3.4,12.7,7.6,23.2,81.2
"1228_s_at","U73682","CTAGE5","CTAGE family, member 5",14,996.7,879.5,193.6,163,923.2,483.6,709.8,418.4,926.3,672.3,915.8,566.4,346.5,232.3
"1229_at","U78556","MTMR11","myotubularin related protein 11",1,21.6,530.3,424.4,10.8,381.3,195.5,300.1,111.9,77.8,163.7,173.7,133.3,201.9,16.2
"122_at","X74331","PRIM2","primase, DNA, polypeptide 2 (58kDa)",6,10,135.5,52.3,99.4,116.1,76,91.1,58.3,136.9,4.8,14.6,27.1,15.5,35.4
"1230_g_at","U78556","MTMR11","myotubularin related protein 11",1,473,599.2,313,347.2,532.5,569.5,832.4,163,176.9,1022.5,1820,323.6,485,158.1
"1231_at","M74525","UBE2B","ubiquitin-conjugating enzyme E2B",5,95,234.2,97.7,325.3,473.6,39.2,146.5,78.7,67.3,97.2,92.3,165.7,86.1,146.7
"1232_s_at","M74587","IGFBP1","insulin-like growth factor binding protein 1",7,26.7,304.6,748.3,193.3,441.2,409.2,223.9,56.4,67.9,62.5,74.5,131.6,58.3,131.9
"1233_s_at","M76125","AXL","AXL receptor tyrosine kinase",19,94.8,265.9,882.8,413,290.1,274.8,170.6,63.1,52.7,184,71.7,84.8,63,117.6
"1234_at","M83941","EPHA3","EPH receptor A3",3,4,243,39,235.1,327.3,24.7,62.1,37.5,10.5,21.9,34.7,13.5,23.8,26.8
"1235_at","M86400","YWHAZ","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, zeta polypeptide",8,691.8,1765.4,1336.1,681.8,2221.4,1628.9,1036.3,3245.6,2624.1,3022.9,1010.6,1194.6,2369.9,2173.6
"1236_s_at","M89914","NF1","neurofibromin 1",17,49.8,1011.1,1379.3,349.9,1284.7,708.4,801.9,184.9,338.1,113.6,61.3,90.6,126.7,56.3
"1237_at","S81914","IER3","immediate early response 3",6,672.4,1275,1471.8,853,435.3,608.2,967.5,1043.7,237.7,509.4,1084.8,902.7,183.4,510.2
"1238_at","U09759","MAPK9","mitogen-activated protein kinase 9",5,180.6,459.7,752.3,378.6,878.9,459.3,66.6,341.5,773.5,504.2,206.2,435.8,474.8,465.5
"1239_s_at","U13021","CASP2","caspase 2, apoptosis-related cysteine peptidase",7,19.2,306.8,195.4,243.9,714.5,404.9,127.9,88.5,98.1,16.8,81,26.8,31.9,52.2
"123_at","X75756","PRKD1","protein kinase D1",14,70.3,405.5,470.1,45.7,545.9,251.3,141.1,67,38.2,10,68.7,149.2,59.5,43.2
"1240_at","U13022","CASP2","caspase 2, apoptosis-related cysteine peptidase",7,219,418.3,798.1,548,805,233.1,596.1,135.8,162.7,134.7,112.9,138.5,178.2,150.6
"1241_at","U14603","PTP4A2","protein tyrosine phosphatase type IVA, member 2",1,59.5,713.9,73.5,213.7,139.9,973.8,1823,251.4,231.7,136.4,179,4356.7,4043.7,2111.6
"1242_at","U15655","ERF","Ets2 repressor factor",19,1523.9,626,301.8,4334.8,74.8,203,1159.9,1757.9,1460.6,854.9,2198.8,539.5,1660.7,1361.7
"1243_at","U18300","DDB2","damage-specific DNA binding protein 2, 48kDa",11,1448.8,1050.1,171.2,1161.9,892.3,665.3,1022.9,524.1,1704,1460,2810,621.1,1606.5,712.6
"1244_at","U18671","STAT2","signal transducer and activator of transcription 2, 113kDa",12,247.9,1138.7,1463.4,645.6,1712.9,1142.1,1158.5,266.7,300.7,207.1,104.1,309.9,211.9,255.6
"1245_i_at","U25975","PAK2","p21 protein (Cdc42/Rac)-activated kinase 2",3,4.4,12.1,22.3,65.4,44.2,250.7,251,103.4,172.1,45.1,26.9,3.5,101.4,70.9
"1246_at","U35234","PTPRS","protein tyrosine phosphatase, receptor type, S",19,75.7,410.7,285.6,693.6,141.6,125.7,227.5,65.4,655.4,25.9,29.5,296.4,63.5,140.6
"1247_g_at","U35234","PTPRS","protein tyrosine phosphatase, receptor type, S",19,22.7,80.7,165,211.1,69.8,49.2,35.9,35,535.7,23.3,10.2,27.2,50.4,18.5
"1248_at","U37689","POLR2H","polymerase (RNA) II (DNA directed) polypeptide H",3,911.3,609,433.5,207.8,193.5,245,710.1,1886.5,1723,1240.5,1103.3,487.2,1380.4,941.5
"1249_at","U43885","GAB1","GRB2-associated binding protein 1",4,10.2,38.1,30.3,42.1,82.4,82.4,18.2,1.9,3.8,16.8,21,8.1,4.5,9.1
"124_i_at","NA","NA","NA","NA",1314.3,899.4,35.8,933,45.6,1536.6,6540.7,1746.5,1493.5,1174.4,784.5,285.3,5136.8,5214.6
"1250_at","U47077","PRKDC","protein kinase, DNA-activated, catalytic polypeptide",8,809.1,221.3,326.2,388.7,270.6,183.2,163.9,3615.5,2117.4,2577.6,932.5,198.9,948.8,418.7
"1251_g_at","M64788","RAP1GAP","RAP1 GTPase activating protein",1,3028.4,967.1,525.7,644.1,1147.1,1019.8,1392.1,2770.7,1447.1,1300.5,1405.7,1000.6,1744.9,744.2
"1252_at","M73547","REEP5","receptor accessory protein 5",5,1546.8,739.8,1636.3,1297,628.5,777.5,1026,630,1427.4,1998.7,1837.5,4555.2,1709.9,1023.8
"1253_at","L33801","GSK3B","glycogen synthase kinase 3 beta",3,116.8,214,628.1,12.7,380.5,337.9,282.7,165.6,91.8,152.2,87.6,192.4,114.3,119.7
"1254_at","L36861","GUCA1A","guanylate cyclase activator 1A (retina)",6,258,945,341,893.2,2164.9,1338.1,1432.5,279.3,316.1,200.3,320.8,368.8,249.7,92.3
"1255_g_at","L36861","GUCA1A","guanylate cyclase activator 1A (retina)",6,28.2,678.3,229.8,297.4,861.9,509.1,544.9,100.4,430,99.5,287.6,64.5,96.7,14.7
"1256_at","L38929","PTPRD","protein tyrosine phosphatase, receptor type, D",9,65.9,348.9,163.3,83.2,124.1,382.4,369,31,25.4,11.7,20.1,151.1,76.3,77.5
"1257_s_at","L42379","QSOX1","quiescin Q6 sulfhydryl oxidase 1",1,194.8,356.5,306.4,420.3,359.8,83.3,261.3,258.5,78.6,56,236.4,528.6,154.8,54.6
"1258_s_at","L76568","ERCC4","excision repair cross-complementing rodent repair deficiency, complementation group 4",16,57.5,202,759.8,19.4,346.1,223.2,109.2,8.3,47.2,21.4,42.5,7.7,70.4,136.8
"1259_at","L76568","ZNF23","zinc finger protein 23 (KOX 16)",16,340.5,1028.8,1202.4,953.1,2050.9,1126.4,1088.7,172.6,261.7,170.3,252.9,434.1,197.7,257.4
"125_r_at","NA","NA","NA","NA",1063.8,1051.9,191,1206.3,746.5,855.2,2722.7,581,449.3,569.6,755.6,327.9,738.9,468
"1260_s_at","M16594","NA","NA","NA",19.5,149.1,443.5,19.1,73.9,35,21.8,19.6,8.7,2.2,11.8,160.8,11,16.7
"1261_i_at","M16594","GSTA2","glutathione S-transferase alpha 2",6,141.5,496.1,133.6,78.6,906.2,451,393.1,54.3,30.2,28.5,134.1,109.9,46.1,76.8
"1262_s_at","M19154","TGFB2","transforming growth factor, beta 2",1,60,181.2,69,87.2,80.8,42.3,168.4,6.1,7.3,18.5,23.1,96.2,106.7,29.5
"1263_at","M20137","IL3","interleukin 3 (colony-stimulating factor, multiple)",5,101.4,973.1,539.8,720.7,393.7,981.4,921.2,154.9,100.7,103.2,168.2,72.4,110.3,158.3
"1264_at","M25393","PTPN2","protein tyrosine phosphatase, non-receptor type 2",18,19.4,129.8,27.9,138.7,177.6,36.1,144.8,6.1,39.4,37.9,16.9,44.8,2.8,4.3
"1265_g_at","M25393","PTPN2","protein tyrosine phosphatase, non-receptor type 2",18,79.6,23.3,358.2,86.4,100,145.3,206.4,140.6,47.1,58,7.3,48.3,54.5,116.9
"1266_s_at","M26692","LCK","lymphocyte-specific protein tyrosine kinase",1,29.7,217.1,47.1,19.8,158.2,72.9,366.1,19.5,14.5,17.7,31.7,100.8,40.3,169.1
"1267_at","M55284","PRKCH","protein kinase C, eta",14,75.2,91.5,634.2,464.2,408.3,182.7,268.9,114.9,97.2,47,106.4,53.8,27.6,227.5
"1268_at","M58028","UBA1","ubiquitin-like modifier activating enzyme 1","X",3548.8,1745.3,654.4,6452.9,1537.6,2486.1,3022.8,4099.7,4211.3,3002.7,6269.3,3324.2,6017.1,9195.1
"1269_at","M61906","PIK3R1","phosphoinositide-3-kinase, regulatory subunit 1 (alpha)",5,68.7,4.8,220.7,9,237.1,111.5,36.5,35.3,55.3,116.7,29.4,65.9,31.7,185.9
"126_s_at","X79200","NA","NA","NA",31.3,142.4,80,130.5,208.8,38.9,11.8,104.8,510,80.4,45.7,2.6,81.6,4.2
"1270_at","M64788","RAP1GAP","RAP1 GTPase activating protein",1,1416.2,2379.3,1575.7,964.7,3366.3,2656.3,2034,2064.1,1167.6,544.8,825.4,687.6,1908.5,1018.1
"1271_g_at","L19067","RELA","v-rel reticuloendotheliosis viral oncogene homolog A (avian)",11,677,1884.6,229,182.8,2123.4,982.5,1415,851.2,944.6,830.3,435.4,1030.6,944.7,352.4
"1272_at","L19161","EIF2S3","eukaryotic translation initiation factor 2, subunit 3 gamma, 52kDa","X",8.5,204.5,261.8,34.7,311.6,272.3,300.4,94.7,298.7,37.3,96.4,85.6,102.4,36.6
"1273_r_at","L22005","CDC34","cell division cycle 34 homolog (S. cerevisiae)",19,595.8,692.4,872,729.9,540.4,345.2,800.9,449.6,339.1,174.2,425.6,369.7,344.3,190.7
"1274_s_at","L22005","CDC34","cell division cycle 34 homolog (S. cerevisiae)",19,293.6,191.9,545,559.5,35.9,128.8,289,416.9,390.3,164.5,283.1,329.9,444.9,275.4
"1275_at","L25441","PGGT1B","protein geranylgeranyltransferase type I, beta subunit",5,7.2,127.3,513.1,167.7,504.5,163.3,175.4,50.1,76.6,51,8.6,67,27,76
"1276_g_at","D84110","RBPMS","RNA binding protein with multiple splicing",8,253.2,148.8,299.1,309,1607.3,260.5,424.5,350.5,131,361.3,188.2,950.8,42.9,165.2
"1277_at","D89016","ARHGEF16","Rho guanine nucleotide exchange factor (GEF) 16",1,289.2,509.8,360.2,456.9,621.8,617.7,288.9,110,37.7,30.1,204.1,234.5,44.7,155.3
"1278_at","HG162-HT3165","AXL","AXL receptor tyrosine kinase",19,221,100.3,176.3,141.2,172.6,70.2,245,271.6,273.9,160.6,130.3,221.8,269.9,661.4
